shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-M-A1-S2-CSP-SEM;03-ACS-M-A1-S2: Cercetare științifică și practică (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SEM;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-AW-ITAA;03-ACS-M-A1-S2: Airworthiness (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-AOOM-ITAA;03-ACS-M-A1-S2: Aviation Operations Optimization Methods (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SPTA-ITAA;03-ACS-M-A1-S2: Specific Platforms and Tools for Aviation (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-DAI-SSA;03-ACS-M-A1-S2: Dezvoltarea aplicațiilor pentru internet (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria SSA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MDAD-SSA;03-ACS-M-A1-S2: Mineritul datelor şi analiza datelor (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria SSA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MTARI-ITAA;03-ACS-M-A1-S2: Managementul traficului aerian și rețele informatice (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-WS-ISI;03-ACS-M-A1-S2: Webul semantic (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ISI;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MRCC-RA;03-ACS-M-A1-S2: Mobile Robots and Collective Control (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria RA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MASP-RA;03-ACS-M-A1-S2: Multi-Agent Systems and Programming (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria RA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SRL-RA;03-ACS-M-A1-S2: Smart Robot Learning (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria RA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SMS-ITAA;03-ACS-M-A1-S2: Safety Management Systems (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S1-MPI-MTI;03-ACS-M-A2-S1: Managementul proiectelor IT (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-VA-ITAA;03-ACS-M-A2-S1: Vedere artificială (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SINF-ISI;03-ACS-M-A2-S1: Securitatea informatică (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ISI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SINF-eGov;03-ACS-M-A2-S1: Securitatea informatică (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria eGov;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Sri-ISI;03-ACS-M-A2-S1: Sisteme de regăsire a informaţiei (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ISI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Mgtr-GMRV;03-ACS-M-A2-S1: Motoare de grafică 3D în timp real (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Asre-SRIC;03-ACS-M-A2-S1: Auditarea securităţii reţelelor (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SRIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Spdi-SRIC;03-ACS-M-A2-S1: Sisteme paralele şi distribuite (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SRIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Spdi-AAC;03-ACS-M-A2-S1: Sisteme paralele şi distribuite (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria AAC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SINC-SCPD;03-ACS-M-A2-S1: Sisteme de încredere (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SCPD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SINC-SSA;03-ACS-M-A2-S1: Sisteme de încredere (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SS-IA;03-ACS-M-A2-S1: Self-organizing systems (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria IA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-GCO-G;03-ACS-M-A2-S1: Geometrie computaţională (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MACUN-IMSA;03-ACS-M-A2-S1: Managementul cunoştinţelor (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-RCO-SIC;03-ACS-M-A2-S1: Robotică cognitivă (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Sif-SIC;03-ACS-M-A2-S1: Sisteme inteligente de fabricaţie (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Sh-SIC;03-ACS-M-A2-S1: Sisteme hibride (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-ODC-CASTR;03-ACS-M-A2-S1: Optimizare şi decizii de conducere (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Mpc-AII;03-ACS-M-A2-S1: Managementul proiectelor de cercetare (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SIICB-AII;03-ACS-M-A2-S1: Sisteme informatice în industria chimică şi biochimică (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SiE-AII;03-ACS-M-A2-S1: Sisteme informatice în energetică (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Srv-PCSAM;03-ACS-M-A2-S1: Sisteme de realitate virtuală (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Pamp-PCSAM;03-ACS-M-A2-S1: Planificarea aplicaţiilor şi management de proiect (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PniSIG-PCSAM;03-ACS-M-A2-S1: Prelucrarea numerică a imaginilor în sisteme informatice geografice (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Pcim-PCSAM;03-ACS-M-A2-S1: Prelucrări complexe în imagistică medicală (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Pcim-SIM;03-ACS-M-A2-S1: Prelucrări complexe în imagistică medicală (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Idmpmis-MPI;03-ACS-M-A2-S1: Inginerie dirijată de modele pentru managementul informaţiilor şi al serviciilor (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria MPI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MaFPB-SEM;03-ACS-M-A2-S1: Marketing and financial performance of business (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-IPaE-SEM;03-ACS-M-A2-S1: Intellectual property and entrepreneurship (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MII-AOSI;03-ACS-M-A2-S1: Modelarea şi integrarea întreprinderii (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-Mi-IMSA;03-ACS-M-A2-S1: Managementul inovării (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-TSAFPr-G;03-ACS-M-A2-S1: Sisteme de tipuri şi programare funcţională (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SPTISIM-SIM;03-ACS-M-A2-S1: Standarde pentru transmiterea informaţiei în sisteme informatice în medicină (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SIPAS-SIM;03-ACS-M-A2-S1: Sisteme informatice pentru asigurări de sănătate (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SCI-SII;03-ACS-M-A2-S1: Sisteme de comunicaţie şi interoperabilitate (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SCI-SIIA;03-ACS-M-A2-S1: Sisteme de comunicaţie şi interoperabilitate (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SOACRM-SEM;03-ACS-M-A2-S1: Service operations and customer relationship management (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-LAL-AOSI;03-ACS-M-A2-S1: Lanţuri de aprovizionare şi logistică (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CAPATR-CASTR;03-ACS-M-A2-S1: Control avansat pentru aplicaţii în timp real (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AISC-CASTR;03-ACS-M-A2-S1: Automatică industrială - studii de caz (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PIES-MPI;03-ACS-M-A2-S1: Protecţia informaţiei în e-sisteme (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria MPI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PAJ2-ABD;03-ACS-M-A2-S1: Proiectarea aplicaţiilor J2EE (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MMUSS-SIM;03-ACS-M-A2-S1: Managementul şi Marketing-ul serviciilor de sănătate (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MPSIT-ABD;03-ACS-M-A2-S1: Managementul proiectelor şi serviciilor IT (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PSICPS-SIC;03-ACS-M-A2-S1: Proiectarea sistemelor integrate – cyber physical systems (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PSICPS-SII;03-ACS-M-A2-S1: Proiectarea sistemelor integrate – cyber physical systems (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PSICPS-SIIA;03-ACS-M-A2-S1: Proiectarea sistemelor integrate – cyber physical systems (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AIPSC-IMSA;03-ACS-M-A2-S1: Arhitecturi informatice pentru sisteme complexe (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-TTQA-SII;03-ACS-M-A2-S1: Tehnici de testare şi asigurarea calităţii pentru aplicaţii software (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-TTQA-SIIA;03-ACS-M-A2-S1: Tehnici de testare şi asigurarea calităţii pentru aplicaţii software (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AOIV-SII;03-ACS-M-A2-S1: Arhitecturi informatice orientate pe servicii pentru întreprinderea viitorului (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AOIV-SIIA;03-ACS-M-A2-S1: Arhitecturi informatice orientate pe servicii pentru întreprinderea viitorului (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-KESE-ABD;03-ACS-M-A2-S1: Knowledge engineering and services ecosystem (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SMACI-AII;03-ACS-M-A2-S1: Sisteme multi-agent pentru controlul întreprinderii (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SMACI-AOSI;03-ACS-M-A2-S1: Sisteme multi-agent pentru controlul întreprinderii (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-APPIDC-MPI;03-ACS-M-A2-S1: Antreprenoriat, protecţia proprietăţii intelectuale şi diseminare în cercetare (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria MPI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-APPIDC-ABD;03-ACS-M-A2-S1: Antreprenoriat, protecţia proprietăţii intelectuale şi diseminare în cercetare (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PAISA-IMSA;03-ACS-M-A2-S1: Proiectare arhitecturi pentru informatizarea sistemelor de afaceri (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MSI-SAS;03-ACS-M-A2-S1: Managementul securității informaţiei (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-TCS-G;03-ACS-M-A2-S1: Tehnici de comunicare şi scriere tehnică (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-IMS-SSA;03-ACS-M-A2-S1: Integrarea şi managementul serviciilor de afaceri (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PSD-eGov;03-ACS-M-A2-S1: Politici în sisteme distribuite (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria eGov;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MASR-SCPD;03-ACS-M-A2-S1: Advanced topics in computer and network security (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SCPD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SSD-eGov;03-ACS-M-A2-S1: Sisteme suport pentru decizii (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria eGov;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-IAAAR-AOSI;03-ACS-M-A2-S1: Inteligenţa artificială aplicată prin automatizare rapidă (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-BDDCP-AOSI;03-ACS-M-A2-S1: Baze de date distribuite și de cunoștințe pentru producție (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-IT-AAC;03-ACS-M-A2-S1: Internet of things (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria AAC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-BPIM-SEM;03-ACS-M-A2-S1: Business Process Integration and Management (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-NC-SC;03-ACS-M-A2-S1: Nonlinear Control (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DC-G;03-ACS-M-A2-S1: Datacenter computing (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MCSSCS-G;03-ACS-M-A2-S1: Metode categoriale şi statistice în computer science (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PDCFF-SAS;03-ACS-M-A2-S1: Cryptographic Devices Design using FPGA (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CIM-SAS;03-ACS-M-A2-S1: Cybersecurity Incidents Management (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSCS-SC;03-ACS-M-A2-S1: Complex Systems Case Studies (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AA-SC;03-ACS-M-A2-S1: Autonomous Agents (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CCS-SC;03-ACS-M-A2-S1: Control of Complex Systems (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DS-G;03-ACS-M-A2-S1: Data science (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SFC-G;03-ACS-M-A2-S1: Sisteme fizico-cibernetice (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-PCSAM;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-MPI;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria MPI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-CASTR;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SIC;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SII;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-AII;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-ISI;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ISI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SRIC;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SRIC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-ABD;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
